Ids,Sentiment,Sarcasm,Vulgar,Abuse,Target
image_ben_512.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_1432.png,Negative,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3117.png,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3649.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_239.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,None
image_ben_3448.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,None
image_ben_4215.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7333.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2370.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_941.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_2898.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1643.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1659.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_207.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1671.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_126.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3743.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_205.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1672.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_3376.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_781.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4904.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7514.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7541.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2772.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4869.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5016.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1607.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3631.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3791.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5122.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_15.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3168.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_281.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2924.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_929.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1780.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_752.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4588.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1257.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7483.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4224.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7317.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4005.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5163.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7423.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4153.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2928.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4599.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4038.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1570.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1211.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1527.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_3996.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4138.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1687.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2964.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1547.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5171.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2925.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2501.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4875.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4968.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1252.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3799.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1549.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_842.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2814.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5018.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1670.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_224.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1534.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2029.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1191.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1683.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_193.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1653.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1693.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1499.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3329.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2798.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1583.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1618.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2911.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3796.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1655.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_922.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7467.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_930.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3714.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3197.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1575.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2571.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1406.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4973.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7614.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1660.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3806.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2403.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2714.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1675.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_145.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_4816.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4097.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_317.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1648.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1513.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3805.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2969.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3765.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3037.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5169.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7281.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_132.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7320.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_274.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2439.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2222.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5112.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4199.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7616.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3807.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1657.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1055.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4096.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_206.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7513.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1688.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_109.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3295.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1360.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1684.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_3797.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3718.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4873.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_925.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1485.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_773.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1479.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7582.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3867.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7579.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3974.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4052.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5022.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1566.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1667.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_406.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2052.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5001.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_111.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3582.jpg,Neutral,Sarcastic,Vulgar,Non-abusive,Others
image_ben_7595.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4026.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1560.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1966.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4828.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_253.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1322.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_467.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3021.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5062.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2922.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_251.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7695.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4148.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1366.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5027.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_895.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1536.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1196.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_230.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3808.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7471.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3885.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4862.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_825.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1292.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1227.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1323.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2235.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1072.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_221.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3344.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_833.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1532.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_2564.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_7646.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_3166.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_252.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1584.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1571.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3788.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3741.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_961.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7326.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_7459.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1390.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4043.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3776.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3948.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1148.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_849.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4020.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3950.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7445.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_127.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1525.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_213.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3787.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1129.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2512.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3049.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4902.jpg,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3912.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4012.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1673.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7401.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4006.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3024.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4016.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4101.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_282.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_814.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_339.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7402.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_754.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1130.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5174.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1567.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_4799.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4206.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3764.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3259.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_428.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7444.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4062.jpg,Positive,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1524.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7344.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_3932.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2813.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4903.jpg,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3755.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7634.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_4028.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3754.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7477.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3735.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1563.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1588.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3965.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_999.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1391.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_2363.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1645.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5043.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4867.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1552.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1668.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1556.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_4218.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1369.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1492.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7644.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_3572.jpg,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7328.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7530.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_7645.jpg,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_2914.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1589.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_128.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3789.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1697.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_2587.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3250.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1259.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_684.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_341.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3030.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3211.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1964.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_477.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_920.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_356.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1381.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1514.png,Negative,Sarcastic,Vulgar,Non-abusive,Others
image_ben_1977.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_5135.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_3196.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_1647.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Others
image_ben_965.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_429.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_763.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1936.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_889.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_335.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3156.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_117.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3070.png,Neutral,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_909.png,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_985.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_4270.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_39.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_40.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_9.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1069.png,Neutral,Non-Sarcastic,Vulgar,Non-abusive,Political
image_ben_3005.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3247.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_143.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_4376.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_803.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_359.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_987.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_393.png,Negative,Sarcastic,Vulgar,Non-abusive,Political
image_ben_11.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1032.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3183.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_163.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3746.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3248.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1164.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_4333.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1051.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_235.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_120.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_944.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1746.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_4301.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_5100.jpg,Positive,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_885.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1145.png,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_481.png,Negative,Sarcastic,Vulgar,Non-abusive,Political
image_ben_4783.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_7535.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_147.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_4349.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1005.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_2033.png,Negative,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_800.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_4037.jpg,Positive,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_191.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1766.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_112.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1958.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_1768.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_639.png,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_801.png,Neutral,Non-Sarcastic,Non Vulgar,Non-abusive,Political
image_ben_3876.jpg,Negative,Sarcastic,Non Vulgar,Non-abusive,Political
